Created at,User,Tweet,ID,Number of Retweets,Number of likes,Source,Location
2022-10-07 15:34:38+00:00,machnkie,"@misschaoschaser gin😭HAHAHAJSHHAAHJA I love matcha!! It does have caffeine but I don’t drink it daily, I’ll try and buy some tomorrw",1.57841E+18,0,0,Twitter for iPhone,18 | she/her | freshie
2022-10-07 15:30:14+00:00,HFRevolution,"#Match is a vibrant-green, powder-based drink that is becoming extremely popular in #cafes everywhere. Not only doe… https://t.co/LFeUold9w3",1.57841E+18,0,0,Buffer,"Houston, TX"
2022-10-07 15:18:37+00:00,yongiefairy,"@hansanze what's your fave drink then, matcha?",1.5784E+18,0,0,Twitter for Android,FPA. akun baca homo
2022-10-07 15:09:42+00:00,mochiitiger,"@exoneverland_ Me too!! &gt;_&lt; i LOVE coffee &amp; i get headaches if I don't drink it, so I'm happy that matcha seems to be working for me 🥺",1.5784E+18,0,0,Twitter for Android,63
2022-10-07 15:07:11+00:00,alienbimbo33,i don’t think the put oat milk in my matcha drink this morning i am suffering,1.5784E+18,0,0,Twitter for iPhone,Under the Laserz
2022-10-07 14:53:41+00:00,Sephnii,"thank you for the tag mama 💗

height: 5ft / 152cm .... 🫠
zodiac: sagittarius ♐️
tattoos: don't have any !! not real… https://t.co/bQVNPsBLlt",1.5784E+18,0,2,Twitter for iPhone,lovenii land 💘
2022-10-07 14:45:19+00:00,lunar_starshine,@misty_horizons Yessss they're so good omg. Definitely one of my favorite frappuccinos and I tried the matcha pink… https://t.co/gnwW47aWGt,1.5784E+18,0,1,Twitter for Android,they/them | 18+ vibes
2022-10-07 14:31:52+00:00,finalevampire,whats that dunkin matcha drink u love sm @theythemob,1.57839E+18,0,1,Twitter for Android,it/vamps 18 blk
2022-10-07 14:21:12+00:00,KanikouEstellia,"@TaiLynn_VTuber I mostly drink matcha or thai, so it's whatever creamy tea I'm feeling lol.",1.57839E+18,0,0,Twitter Web App,A Comfy Chair somewhere
2022-10-07 14:00:38+00:00,MlYUKING,@20181eisu will drink tom hehe matcha celeb 🫶🏻,1.57838E+18,0,1,Twitter for Android,she/they | 23+
2022-10-07 13:50:03+00:00,sxnilm,Beef bone broth was SO hard to drink with my matcha 🤮,1.57838E+18,0,0,Twitter for iPhone,"Toronto, Ontario"
2022-10-07 13:19:27+00:00,jeongzyn,whats tealive best drink and why isit hot nishio matcha latte,1.57837E+18,0,0,Twitter for iPhone,kch
2022-10-07 13:13:31+00:00,Zizuuu__,"I luv you Sevvy thank u&lt;3

Fave food: spicy fried chicken and takis 
Fave drink: matcha peppermint tea
Fave season:… https://t.co/V6fERUxtnr",1.57837E+18,0,5,Twitter for iPhone,"London, England"
2022-10-07 13:00:10+00:00,ryucalz,"birthday drink! copied it from the matcha girl on tiktok and it’s so good, only 190 cals https://t.co/YPx33AxCPO",1.57837E+18,0,1,Twitter for iPhone,17 + black 🇪🇹
2022-10-07 12:48:01+00:00,EpochTimesCan,A #matcha #latte is a delicious and healthy drink loaded with #antioxidants that help to #reduce #stress and… https://t.co/TKtt95uNB3,1.57837E+18,0,2,Buffer,Canada
2022-10-07 12:19:02+00:00,azurgarde,actually... i don't even lile milk 🙂 but i need it bc i RLY want to try a real pumpkin spice latte and drink matcha latte again,1.57836E+18,0,2,Twitter for Android,ゼフィラン
2022-10-07 12:11:58+00:00,authentic18_,I tried the pink drink this morning from starbucks bc they ran out of matcha anddd .. 2/10,1.57836E+18,0,0,Twitter for iPhone,AuthenticMINKZ
2022-10-07 11:56:03+00:00,jadsreputation,matcha supreme drink btw,1.57835E+18,0,0,Twitter for iPhone,19 - he/him
2022-10-07 10:20:16+00:00,WeLoveAmazon777,"METCHA MATCHA

🌸https://t.co/yrj2YoTQrH

A literature review published in the journal Japanese Medicine asserts tha… https://t.co/cIvp47NQJO",1.57833E+18,0,0,Botbird tweets,United States
2022-10-07 10:19:01+00:00,x_Syn_,"Food: Ramen
Drink: Matcha Latte Boba
Colour: Blue 💙
Season: Spring
Show: MDZS
@BoxCatShad @creativelyblank… https://t.co/h8GV8wiGoK",1.57833E+18,0,7,Twitter for iPhone,your basement
2022-10-07 09:58:47+00:00,lostfor_wordsx,@tayayayMV Have you tried matcha lattes? It's a life saver for me when I want to be awake but not too anxious with… https://t.co/StXIeRBRCj,1.57832E+18,0,1,Twitter for Android,United Kingdom
2022-10-07 09:52:53+00:00,gothikawa,"five tags five people

fave food: croissants or apple     
drink: matcha
color: black
season: that time between spr… https://t.co/6PDNbtEatL",1.57832E+18,0,0,Twitter Web App,23 they/them 
2022-10-07 09:45:45+00:00,agniastigge,I don't like matcha it's total shit how can you drink it,1.57832E+18,0,1,Twitter for Android,utpala naraka
2022-10-07 07:29:12+00:00,koolbadges,Early start - Much needed caffeine before a day making badges ☕️ 💚  #coffee #matcha #drink https://t.co/RQo7xNO5UN,1.57829E+18,0,0,Buffer,Cornwall
2022-10-07 06:28:44+00:00,CyanPalette,Please me drink my bitter matcha in peace ‼️‼️ https://t.co/cOHvEpaXpu,1.57827E+18,0,5,Twitter for Android,"️️
𝑷𝒐𝒊𝒏𝒕 𝑵𝒆𝒎𝒐.
di mana ia tenggelam hingga terlupa sang waktu.
⠀⠀⠀⠀"
2022-10-07 06:03:19+00:00,lunar_starshine,@stelplz What's your favorite drink? Or something you've tried recently? I had a pink drink with matcha scoops yesterday and IT WAS SO GOOD,1.57826E+18,0,0,Twitter for Android,they/them | 18+ vibes
2022-10-07 05:52:41+00:00,oceanmadison_,@ThegirlJT Pink drink w vanilla sw cold foam &amp; matcha powder in the cold foam🫶🏼,1.57826E+18,0,0,Twitter for iPhone,90723
2022-10-07 05:41:05+00:00,TennileLaShay,A matcha latte can’t stand a chance with me. I drink these and chai latte lattes in two seconds. Literally so yummy.,1.57826E+18,0,0,Twitter for iPhone,"Cincinnati, OH"
2022-10-07 05:32:17+00:00,ainaffarhana,i know what to drink but not what i eat i've been craving good matcha i'm going to cry idk what to eat,1.57826E+18,0,0,Twitter Web App,✧ moon ✧
2022-10-07 05:12:58+00:00,OblivionNite,"Thanks for tagging Akiro! 
Height: 5' 8
Zodiac: Pisces
Fave Color: Green
Fave Drink: Sugar Cookie Eggnog
Imma tag:… https://t.co/r7EdUejR2Z",1.57825E+18,0,7,Twitter Web App,
2022-10-07 03:25:13+00:00,manqalorian,@plosbro @mossidreams @itzenthusiasm oh wait i drink matcha too 🤭,1.57822E+18,0,1,Twitter for iPhone,❛ 𝖘of ᐟꪖlma ៹˚ 21. she/her.
2022-10-07 03:18:39+00:00,gonnacomfortyou,@serqtonins @hrryscomett it's bc i never tried matcha before sof told me to try a few months ago and now i drink it everyday ☹️,1.57822E+18,0,0,Twitter for iPhone," ✩°̥࿐meet me in the hallway࿐ ✩°̥
⠀    shethey ! met diana ‹3 

    

"
2022-10-07 02:20:04+00:00,Rosealin25_,"Me: (getting irritated easily these past 2 days
Me:maybe becus I drank matcha latte...I won't drink it tomorrow the… https://t.co/gEtyJOoeYM",1.57821E+18,0,0,Twitter for Android,
2022-10-07 02:08:48+00:00,Dan_q12,I wanna drink matcha right now.,1.57821E+18,0,0,Twitter for iPhone,NOYB.
2022-10-07 01:51:44+00:00,samsoswagx,If I had to only drink my calories for the rest of my life I wouldn’t give a fuck give me that fucking psl and matcha latte 4L,1.5782E+18,0,0,Twitter for iPhone,"Tacoma, WA"
2022-10-07 01:22:19+00:00,Helix_VA,"@Kitten_SCK hot take, I dont actually like the tapioca boba too much, I just like getting a simple matcha or taro drink usually",1.57819E+18,0,1,Twitter Web App,outer space 🌌
2022-10-07 00:48:37+00:00,danaleighbee,"Food: Sushi
Drink: Matcha
Season: Winter
Color: Red
Show: Leverage

Whomever wants to join in can! 🌿 https://t.co/T8PXklw9U1",1.57819E+18,0,2,Twitter Web App,"Florida, USA"
2022-10-06 23:59:32+00:00,fatspo2thinspo,"What I ate today:
Energy drink (10)
1/4 muffin (166)
Burrito bowl (470)
Chicken salad with avocado (268)
Matcha tea… https://t.co/cxZSK1yS2O",1.57817E+18,0,1,Twitter for iPhone,
2022-10-06 23:32:03+00:00,meiiwukou,"@dolphiechan Matcha, with oatmilk! Idk it's silky, easy to drink and matcha is just Good like that",1.57817E+18,0,2,Twitter for Android,ママ: @starxt3a + rig @aomiiichi
2022-10-06 23:20:09+00:00,Downtownbru,@thehealthb0t I am wondering about japanese organic matcha powder..? I drink it every single day it’s wonderful,1.57816E+18,0,2,Twitter for iPhone,
2022-10-06 22:54:12+00:00,raiinsonata,"@kiwisteene @RandumbR0bot @xHikatsu @_Silvervale_ @gloomysaki Thank you for the tag!

Height: 5'0
Zodiac: Aries 
Ta… https://t.co/PBphUNRp3B",1.57816E+18,1,2,Twitter for Android,
2022-10-06 22:14:10+00:00,luvbiubuild,"Five tags,five faves

Food: Khao Niao Mamuang🥭🍚 (Tbh I think it’s more on the desert side)
Drink: Matcha
Colour:bla… https://t.co/9fnMNGK59F",1.57815E+18,0,0,Twitter for iPhone,Minor family’s house
2022-10-06 22:10:03+00:00,alexjergi,@ThegirlJT PINK DRINK WITH SCOOP OF MATCHA! DO IT!,1.57815E+18,0,0,Twitter for iPhone,
2022-10-06 22:03:25+00:00,aruzenchinbot,@tezooks You're absolutely the tragedy audience for this. And you  reminded me i actually did drink it asddjaa it w… https://t.co/PhUuvHO0Q5,1.57814E+18,0,0,Twitter Web App,Ciudad Autónoma de Buenos Aire
2022-10-06 21:14:42+00:00,TheFriddle,@dunkindonuts uhhhhh… guys? I used to be able to get a Large Matcha with 200 points (and have a free drink in my ac… https://t.co/fe7IHeIK6R,1.57813E+18,0,0,Twitter for iPhone,PA to Vegas and back again
2022-10-06 21:03:39+00:00,scapesnormie,"I'd rather choose to disappear forever than having you, make me choose between coffee and matcha drink. Hell no, i love 'em both sm 😩",1.57813E+18,0,0,Twitter for Android,
2022-10-06 20:54:37+00:00,josie_bun,"Oh why hello hello there 💜

Height: 9.7 inches
Zodiac: Virgo ♍️ 
Tattoo: Nah
Color: Fur is Beige but I LOVE Purple… https://t.co/SNZGLeb1Of",1.57813E+18,1,4,Twitter for iPhone,Yes
2022-10-06 20:52:55+00:00,lexorina,i feel the desire to drink until my heart stops……. it’s just matcha chill 💀 https://t.co/A0cABJqJ74,1.57813E+18,0,1,Twitter for iPhone,"Waynesburg, PA"
2022-10-06 20:41:58+00:00,strwbbyyyy,@Lorioceann i like matcha on its own but i think this drink will help take away the bitterness or “grass” taste that people claim😭,1.57812E+18,0,1,Twitter for iPhone,
2022-10-06 20:27:11+00:00,Neo63007460,"AH Thank you so much for the tag, @Sjobaaa !! 🐑✨

Height: 5’1”
Zodiac: Aries ♈️ 
Tattoo: None
Color: Cyan and Yello… https://t.co/a0jigD8rOR",1.57812E+18,0,11,Twitter for iPhone,She/Her 
2022-10-06 20:13:20+00:00,BUGSUNCOOL,"5 tags 5 favs

food - mac n cheese
drink - Dr Pepper, monster, or iced matcha lattes
color - pink, purple, green, o… https://t.co/V0zkjZ36mU",1.57812E+18,0,3,Twitter for iPhone,💋
2022-10-06 20:10:16+00:00,taurmoon,cant drink matcha or coffee today bc i haven’t been able to sleep lately  https://t.co/BNX8nG8Mrc,1.57812E+18,0,0,Twitter for iPhone,kyungsoodise
2022-10-06 20:04:14+00:00,garmmzy,Honestly don't like matcha that much but the name and color are too good to not drink,1.57811E+18,0,5,Twitter for Android,"Pennsylvania, USA"
2022-10-06 19:45:33+00:00,bunnymeowmeowz,Coconut lavender matcha latte w soy milk confirmed delicious and favorite drink,1.57811E+18,0,0,Twitter for Android,
2022-10-06 19:31:55+00:00,GuyCalledJavi,"i went all out on this matcha stuff, i drink it from bowls and whisk it with bamboo. morning ritual added.... i'm so fuckin cool dude 😂",1.57811E+18,0,1,Twitter Web App,
2022-10-06 19:26:09+00:00,skywalkermeow,While i sit with my iced matcha after previously having a six espresso shot drink and a Red Bull waiting for me in the car for after my exam,1.5781E+18,0,1,Twitter for iPhone,
2022-10-06 19:13:30+00:00,gh0stlymist,i got my matcha drink from starbucks!! @warpedsystem @mushsystem idk which account you’re using currently but you’r… https://t.co/DxJOBi0jet,1.5781E+18,0,0,Twitter for iPhone,any pronouns / 17
2022-10-06 19:08:05+00:00,EricYojo,"matcha it’s the drink y’all make too be, just had some. 1/10 won’t recommend",1.5781E+18,1,2,Twitter for iPhone,Coffe shop!
2022-10-06 18:47:03+00:00,SheriaS_,Is Matcha nasty? I want to try the Starbucks drink.,1.57809E+18,0,0,Twitter for iPhone,
2022-10-06 18:34:10+00:00,casssbee,@Martha_exmo Drink matcha instead? I tend to like that better.,1.57809E+18,0,0,Twitter for iPhone,"Utah, USA"
2022-10-06 18:26:14+00:00,emospider1,i love anything matcha/green tea man im about to steal ms fredettes drink.,1.57809E+18,0,5,Twitter for iPhone,all pronouns
2022-10-06 17:37:27+00:00,hehe_xd333,@swordgirlfriend drink matcha or yerba,1.57808E+18,0,0,Twitter Web App,Europe
2022-10-06 17:18:48+00:00,RenMistuyo,"So @Pierceinperson has me doing this on my favorites.
Food: Curry
Drink: Matcha tea
Color: Blues, black, purples an… https://t.co/GfGHTMvxya",1.57807E+18,0,3,Twitter for Android,Deepest Reaches of the Void
2022-10-06 17:13:39+00:00,diaryofglokk,my fav drink from starbucks is slowly becoming the matcha frap,1.57807E+18,0,0,Twitter for iPhone,
2022-10-06 17:13:04+00:00,neocloudt,@dramani___ LMAO I LOVE IT AHAHHA also my fav drink is a matcha latte but chai is a close second 😳 also london fog😭… https://t.co/rG7fX1iAJc,1.57807E+18,0,0,Twitter for iPhone,20// she/her // 18+ // enfp
2022-10-06 17:11:34+00:00,CheeseComputer8,@Everything_SOL *drink a matcha,1.57807E+18,0,1,Twitter for iPhone,"Oakland, CA"
2022-10-06 17:10:53+00:00,ktaeeyn,@superbgyu how do y'all drink matcha 😞,1.57807E+18,0,1,Twitter for Android,she/they +60
2022-10-06 17:07:22+00:00,xoxochsc,one good matcha drink nd ill be fine af,1.57807E+18,0,1,Twitter for iPhone,
2022-10-06 16:59:12+00:00,bibxiu,Starbucks matcha should be illegal to drink.,1.57807E+18,0,4,Twitter for iPhone,apocalypse of utopia
2022-10-06 16:38:11+00:00,Lalin2545,Cool kids drink matcha 🍵😎 https://t.co/aJIC5Ha004,1.57806E+18,0,0,Twitter for iPhone,
2022-10-06 15:51:33+00:00,altheazanneta,"𝗜𝗡𝗦𝗧𝗔𝗚𝗥𝗔𝗠
────────────────
𝗔𝗹𝘁𝗵𝗲𝗮𝘇𝗮𝗻𝗻𝗲𝘁𝗮 posted new photo:

Me time in my cafe is so comfortable and drink matcha l… https://t.co/GOTkwkV4vH",1.57805E+18,0,0,Twitter for iPhone,Mas Keev💙
2022-10-06 15:05:33+00:00,Nikeyshwazey,I just feel most ppl don’t post that much of their day. Also knowing I drink matcha in the morning and what songs I… https://t.co/7IC2uHN9RW,1.57804E+18,1,2,Twitter for iPhone,"Los Angeles, CA"
2022-10-06 14:58:53+00:00,joopylovesoupy,deciding if I want a corporate starbies (iced espresso) drink or a fun and girly (matcha) starbies drink,1.57804E+18,0,5,Twitter for iPhone,behind u
2022-10-06 14:40:32+00:00,perihutann,"i know you’re not a kind of drink, but i love you so matcha!!",1.57803E+18,0,0,Twitter for iPhone,Switzerland
2022-10-06 14:27:38+00:00,ErylAoe,"good morning! since i dont drink coffee, i like making matcha lattes instead to help wake me up a bit but i ran out of milk 🫠",1.57803E+18,0,2,Twitter for iPhone,he/they
2022-10-06 14:22:47+00:00,cyberneticbabe,debating getting a little sbux drink tomorrow on my way to [redacted]. i havent had a matcha latte in so long...,1.57803E+18,0,1,Twitter Web App,some north west euro city
2022-10-06 14:15:14+00:00,kimiinonawaa,@humairazafeera next time try asking the guy to lower the caffeine (some shops boleh!) i drink matcha w low caffein… https://t.co/Fm9SqZsW9Y,1.57803E+18,0,1,Twitter for iPhone,she/her
2022-10-06 14:11:07+00:00,cuntysoupy,@LuxN0v4 I usually have like a drink like coffee or a matcha latte or something w me so I don't feel as dizzy afterwards,1.57803E+18,0,2,Twitter for Android,bmi 17.7
2022-10-06 13:01:08+00:00,sheoffical_,da Matcha powder drink love it https://t.co/PK7CqtR3Eq,1.57801E+18,0,0,Twitter for iPhone,"Maryland, USA"
2022-10-06 12:46:45+00:00,Toouwels,"@le1edu u don't drink matcha too often, afraid of getting sick again. okay?😄",1.578E+18,0,0,Twitter for iPhone,
2022-10-06 12:43:49+00:00,__kingkittyy,Making matcha latte today! I might be finishing off my mink 🥛! So happy!  Didn’t wanna have to throw it away! They… https://t.co/AudlV5ojU0,1.578E+18,0,2,Twitter for iPhone,Venus
2022-10-06 12:42:53+00:00,AdrianeMoyer,"How to order: Tall matcha latte with almond milk, two shots, and four pumps of sugar free vanilla
Ease of ordering:… https://t.co/Eve2V210fv",1.578E+18,0,1,Twitter for iPhone,
2022-10-06 12:36:56+00:00,CHIFF0NCAK3,@berrypilled_ IT ISS and there even the moon drink thing from tiktok where its a matcha with a pump or two of chai… https://t.co/bTGlBQiwVw,1.578E+18,0,1,Twitter for iPhone,"16
foodtwt, not wieiad
girlblogger !! ♡
she/doll
in recovery"
2022-10-06 12:32:29+00:00,hifi_donuts,"October drink specials are here
Our team has done it again creating SPOOKTACULAR drinks 
GRAVEYARD SHIFT house moch… https://t.co/oJj5WrUhcf",1.578E+18,0,2,eClincher,"Portland, ME"
2022-10-06 12:25:44+00:00,lolwtfmeth,@ruby_aguilar15 I love the taste of matcha!! LOL but I’m also a fan of herbal tastes I drink a lot of tea so maybe that’s why,1.578E+18,0,0,Twitter for iPhone,
2022-10-06 12:24:43+00:00,unapologeticVR,"@lilwritinwonder Yup, mainly because I can’t drink coffee, the sudden caffeine boost makes me extremely sick …. Mat… https://t.co/cblVKlhEgk",1.578E+18,0,0,Twitter for iPhone,
2022-10-06 12:18:30+00:00,taylorari9,Drinking a cup of ice coffee I don’t how people drink this everyday. I rather drink tea or matcha latte,1.578E+18,0,0,Twitter for iPhone,Boston 
2022-10-06 12:04:01+00:00,yungsinsayttv,"I slept for 5hours
I get to the station. Line is long. 
I get my food and drink. 
Matcha latte w/ oatmilk. 
I get c… https://t.co/mGeIWrYSSU",1.57799E+18,0,1,Twitter for Android,Gaming at home
2022-10-06 10:21:47+00:00,GusLanzetta,@BenjaminFogel I don't even drink coffee and had to resort to starbucks for matcha,1.57797E+18,0,0,Twitter for Android,Brasil
2022-10-06 09:55:09+00:00,_ENHACITE,"Hnggggg, i deserve this matcha drink after a long and tiring dayy!😩",1.57796E+18,0,0,Twitter for Android,sa bahay namin. 
2022-10-06 09:21:57+00:00,oftheevalley,@yuriss26 I finally got my order BUT they gave no straw and the donuts were freaking cold. How was I supposed to dr… https://t.co/ePhSKZUWGI,1.57795E+18,0,0,Twitter Web App,
2022-10-06 08:23:03+00:00,mistantics,Packed tons of Tea for my colleagues this morning and then I just realised I don't think half of them are even gonn… https://t.co/rsAmxCcqYM,1.57794E+18,0,10,Twitter for Android,📧: info.mistantics@gmail.com
2022-10-06 07:37:41+00:00,Debsvasquez26,Matcha drink please😩,1.57793E+18,0,0,Twitter for Android,"Cavite City, Calabarzon"
